Helpful,Product ID,Rated Reviews,Review Score,Review Length,Exclamation Points,Helpful Fraction
2,B0041NYV8E,3,3.0,733,,0.6666666666666666
2,B0041NYV8E,3,4.0,739,2.0,0.6666666666666666
2,B0041NYV8E,3,5.0,1260,1.0,0.6666666666666666
2,B0041NYV8E,3,1.0,235,,0.6666666666666666
2,B0041NYV8E,3,1.0,325,,0.6666666666666666
2,B0041NYV8E,3,1.0,373,,0.6666666666666666
2,B0041NYV8E,3,1.0,616,,0.6666666666666666
2,B0041NYV8E,3,4.0,955,,0.6666666666666666
2,B0041NYV8E,3,5.0,1232,,0.6666666666666666
2,B0041NYV8E,3,5.0,896,4.0,0.6666666666666666
2,B0041NYV8E,3,4.0,291,2.0,0.6666666666666666
2,B0041NYV8E,3,4.0,831,,0.6666666666666666
2,B0041NYV8E,3,4.0,951,,0.6666666666666666
2,B0041NYV8E,3,2.0,544,,0.6666666666666666
2,B0041NYV8E,3,2.0,496,,0.6666666666666666
2,B0041NYV8E,3,4.0,400,,0.6666666666666666
2,B0041NYV8E,3,4.0,1587,1.0,0.6666666666666666
2,B0041NYV8E,3,4.0,426,1.0,0.6666666666666666
2,B0041NYV8E,3,4.0,1442,,0.6666666666666666
,B0041NYV8E,,3.0,1064,1.0,
,B0041NYV8E,,5.0,332,,
,B0041NYV8E,,2.0,1703,3.0,
,B0041NYV8E,,3.0,1291,,
,B0041NYV8E,,2.0,614,,
,B0041NYV8E,,4.0,282,,
,B0041NYV8E,,4.0,806,,
,B0041NYV8E,,2.0,936,,
,B0041NYV8E,,3.0,208,,
,B0041NYV8E,,4.0,395,3.0,
,B0041NYV8E,,3.0,710,,
,B0041NYV8E,,3.0,789,,
,B0041NYV8E,,2.0,445,1.0,
,B0041NYV8E,,3.0,890,,
,B0041NYV8E,,3.0,1039,1.0,
,B0041NYV8E,,2.0,254,,
,B0041NYV8E,,4.0,944,1.0,
,B0041NYV8E,,3.0,193,2.0,
,B0041NYV8E,,2.0,214,,
,B0041NYV8E,,1.0,150,1.0,
,B0041NYV8E,,4.0,229,,
,B0041NYV8E,,5.0,161,,
,B0041NYV8E,,4.0,388,,
,B0012ZQPWY,,4.0,245,,
,B0012ZQPWY,,5.0,158,,
,B0012ZQPWY,,4.0,172,,
,B0012ZQPWY,1,5.0,361,2.0,
,B001KPI376,,4.0,2374,3.0,
1,B007TU2Y0I,1,5.0,113,1.0,1.0
1,B007TU2Y0I,1,5.0,170,,1.0
,B007TU2Y0I,,5.0,121,,
,B007TU2Y0I,,5.0,148,,
,B007TU2Y0I,,5.0,123,1.0,
,B007MBHJJ0,,4.0,265,,
2,B002YLG6SI,2,5.0,786,,1.0
,B002YLG6SI,,5.0,379,2.0,
,B002YLG6SI,,5.0,274,,
,B001EO7GQC,,5.0,236,,
,B001EO7GQC,,4.0,160,,
,B001EO7GQC,,5.0,249,,
,B001EO7GQC,1,5.0,104,,
6,B000G1KNU0,7,5.0,149,,0.8571428571428571
2,B000G1KNU0,2,5.0,189,,1.0
2,B000G1KNU0,3,1.0,309,,0.6666666666666666
1,B000G1KNU0,2,1.0,124,,0.5
1,B003TL06CY,1,4.0,322,2.0,1.0
2,B001SB2JPY,2,5.0,253,,1.0
1,B001SB2JPY,1,5.0,305,,1.0
2,B000AXWTV0,2,5.0,139,1.0,1.0
,B004AHIBKU,,5.0,221,3.0,
,B005GX8C7Y,,5.0,143,,
,B0018AI0N0,,2.0,245,,
1,B001FA1DO6,2,5.0,81,1.0,0.5
,B003XK5DKQ,,1.0,246,,
,B003XK5DKQ,,5.0,535,,
,B000LRIKXG,1,4.0,233,,
,B003XEG95U,,5.0,234,8.0,
,B0044WPHL2,,5.0,156,,
,B004VLSUOW,,5.0,509,1.0,
,B007VQQT1K,,5.0,286,,
,B007VQQT1K,,5.0,194,,
,B007VQQT1K,,5.0,475,,
1,B002QGEQWY,1,5.0,191,,1.0
,B004LKVRS4,,5.0,553,,
4,B0013FPVP0,4,4.0,1175,1.0,1.0
,B0013FPVP0,,5.0,108,,
,B0013FPVP0,,5.0,134,,
2,B00448Q6UC,2,5.0,1347,,1.0
,B00448Q6UC,,5.0,1095,1.0,
,B00448Q6UC,,5.0,604,1.0,
,B00448Q6UC,,5.0,332,3.0,
1,B0017SWML4,1,2.0,390,,1.0
2,B0017SWML4,3,1.0,553,,0.6666666666666666
,B0017SWML4,,5.0,202,,
,B0017SWML4,,4.0,159,,
,B0017SWML4,,4.0,135,,
,B0017SWML4,,4.0,353,,
1,B0017SWML4,3,2.0,110,,0.3333333333333333
,B002R79AAK,,4.0,159,,
,B004I613H6,,5.0,355,1.0,
,B004I613H6,2,1.0,859,,
12,B001TNW23U,12,5.0,794,,1.0
8,B001TNW23U,8,5.0,854,,1.0
5,B001TNW23U,5,5.0,340,,1.0
,B001TNW23U,,4.0,174,,
,B001TNW23U,,5.0,222,,
,B001TNW23U,,5.0,514,2.0,
,B001TNW23U,,5.0,190,,
,B001TNW23U,2,4.0,247,,
1,B0036YYPQM,1,5.0,225,1.0,1.0
1,B0002J3BPA,1,5.0,1202,9.0,1.0
,B0002J3BPA,,3.0,2194,,
,B0002J3BPA,,5.0,295,1.0,
,B0002J3BPA,1,5.0,227,,
1,B0051ZCSF4,1,5.0,168,,1.0
,B0051ZCSF4,,4.0,183,,
,B001EXU8PY,,2.0,283,,
2,B000KE19GK,2,5.0,509,,1.0
1,B00126IBVG,1,5.0,347,,1.0
,B00126IBVG,,5.0,446,1.0,
,B00126IBVG,,5.0,193,1.0,
,B004VGIUMO,,1.0,152,,
,B002FYU2SE,,5.0,300,,
,B001EO5QZK,1,1.0,178,,
,B001EO5QZK,1,4.0,506,1.0,
,B001EO5QZK,1,2.0,192,,
,B001EO5QZK,1,4.0,70,,
1,B001EO5QZK,3,3.0,443,1.0,0.3333333333333333
2,B001EO5QZK,5,2.0,255,,0.4
2,B001EO5QZK,5,3.0,91,1.0,0.4
,B001EO5QZK,2,3.0,431,,
,B001EO5QZK,2,2.0,1374,,
1,B001EO5QZK,4,5.0,90,1.0,0.25
,B001EO5QZK,3,4.0,231,,
1,B001EO5QZK,6,1.0,450,5.0,0.16666666666666666
,B001EO5QZK,6,5.0,472,,
10,B001EO5QZK,10,3.0,714,,1.0
10,B001EO5QZK,11,2.0,384,,0.9090909090909091
7,B001EO5QZK,7,5.0,88,,1.0
5,B001EO5QZK,5,3.0,107,,1.0
5,B001EO5QZK,5,4.0,293,,1.0
4,B001EO5QZK,4,5.0,149,,1.0
4,B001EO5QZK,4,5.0,470,2.0,1.0
4,B001EO5QZK,4,4.0,1470,1.0,1.0
4,B001EO5QZK,4,5.0,276,,1.0
6,B001EO5QZK,7,4.0,463,,0.8571428571428571
3,B001EO5QZK,3,4.0,326,,1.0
3,B001EO5QZK,3,5.0,237,,1.0
3,B001EO5QZK,3,2.0,583,,1.0
3,B001EO5QZK,3,5.0,157,,1.0
2,B001EO5QZK,2,5.0,201,1.0,1.0
2,B001EO5QZK,2,1.0,415,,1.0
2,B001EO5QZK,2,4.0,468,,1.0
2,B001EO5QZK,2,5.0,394,,1.0
2,B001EO5QZK,2,5.0,1119,,1.0
2,B001EO5QZK,2,5.0,146,,1.0
2,B001EO5QZK,2,4.0,293,,1.0
2,B001EO5QZK,2,4.0,647,,1.0
2,B001EO5QZK,2,5.0,147,,1.0
2,B001EO5QZK,2,4.0,540,,1.0
1,B001EO5QZK,1,5.0,545,,1.0
1,B001EO5QZK,1,5.0,347,,1.0
1,B001EO5QZK,1,2.0,315,,1.0
1,B001EO5QZK,1,5.0,436,,1.0
1,B001EO5QZK,1,4.0,1085,,1.0
1,B001EO5QZK,1,5.0,693,,1.0
1,B001EO5QZK,1,5.0,423,5.0,1.0
1,B001EO5QZK,1,5.0,265,,1.0
1,B001EO5QZK,1,5.0,163,1.0,1.0
1,B001EO5QZK,1,2.0,196,,1.0
1,B001EO5QZK,1,5.0,310,1.0,1.0
1,B001EO5QZK,1,5.0,276,1.0,1.0
1,B001EO5QZK,1,5.0,111,1.0,1.0
1,B001EO5QZK,1,4.0,252,,1.0
1,B001EO5QZK,1,4.0,134,,1.0
1,B001EO5QZK,1,5.0,167,,1.0
1,B001EO5QZK,1,5.0,127,,1.0
2,B001EO5QZK,3,5.0,310,,0.6666666666666666
2,B001EO5QZK,3,5.0,1286,,0.6666666666666666
,B001EO5QZK,,4.0,410,5.0,
,B001EO5QZK,,5.0,105,,
,B001EO5QZK,,5.0,391,,
,B001EO5QZK,,4.0,1034,,
,B001EO5QZK,,5.0,217,,
,B001EO5QZK,,4.0,120,,
,B001EO5QZK,,5.0,215,3.0,
,B001EO5QZK,,5.0,161,,
,B001EO5QZK,,2.0,562,,
,B001EO5QZK,,5.0,319,,
,B001EO5QZK,,5.0,531,1.0,
,B001EO5QZK,,4.0,207,,
,B001EO5QZK,,5.0,373,,
,B001EO5QZK,,5.0,508,1.0,
,B001EO5QZK,,5.0,187,1.0,
,B001EO5QZK,,5.0,251,,
,B001EO5QZK,,5.0,533,,
,B001EO5QZK,,5.0,171,,
,B001EO5QZK,,5.0,332,,
,B001EO5QZK,,5.0,333,,
,B001EO5QZK,,1.0,225,1.0,
,B001EO5QZK,,5.0,347,,
,B001EO5QZK,,4.0,130,,
,B001EO5QZK,,5.0,770,,
,B001EO5QZK,,4.0,336,,
,B001EO5QZK,,3.0,282,,
,B001EO5QZK,,3.0,313,,
,B001EO5QZK,,4.0,411,,
,B001EO5QZK,,4.0,473,,
,B001EO5QZK,,5.0,323,,
,B001EO5QZK,,5.0,250,,
,B001EO5QZK,,5.0,382,,
,B001EO5QZK,,4.0,159,1.0,
,B001EO5QZK,,5.0,163,,
,B001EO5QZK,,3.0,464,3.0,
,B001EO5QZK,,4.0,102,,
,B001EO5QZK,,4.0,252,,
3,B001EO5QZK,5,5.0,113,,0.6
1,B001EO5QZK,2,4.0,161,,0.5
1,B001EO5QZK,2,3.0,103,,0.5
,B001EO5QZK,1,1.0,525,,
,B001EO5QZK,1,1.0,137,,
,B001EO5QZK,1,4.0,153,,
,B001EO5QZK,1,5.0,176,,
,B001EO5QZK,1,3.0,298,1.0,
,B001EO5QZK,1,4.0,85,,
,B001EO5QZK,1,1.0,274,,
1,B0046WTQC6,1,5.0,220,2.0,1.0
2,B0046WTQC6,5,1.0,410,,0.4
11,B000LR2OVA,12,5.0,226,,0.9166666666666666
2,B000LR2OVA,2,2.0,164,,1.0
4,B000LR2OVA,5,1.0,997,,0.8
4,B000LR2OVA,5,4.0,568,,0.8
1,B000LR2OVA,1,1.0,305,,1.0
2,B000LR2OVA,7,4.0,237,,0.2857142857142857
11,B000NSJ5U0,11,5.0,1547,1.0,1.0
5,B000NSJ5U0,5,4.0,559,,1.0
1,B000NSJ5U0,1,5.0,372,,1.0
,B000NSJ5U0,,5.0,518,1.0,
1,B000633ZDA,1,4.0,272,,1.0
,B002WWHXZO,,5.0,169,,
,B002WWHXZO,,2.0,312,,
,B002WWHXZO,,5.0,188,1.0,
,B002WWHXZO,,5.0,185,,
,B002WWHXZO,,5.0,192,,
,B002WWHXZO,,5.0,348,,
2,B005YSYVC6,3,5.0,317,2.0,0.6666666666666666
,B005YSYVC6,,5.0,173,,
2,B0054TSXF6,2,5.0,481,4.0,1.0
1,B0054TSXF6,1,5.0,373,1.0,1.0
,B0054TSXF6,,5.0,373,3.0,
,B0054TSXF6,,5.0,836,,
,B004SKOFVS,,5.0,843,1.0,
,B004SKOFVS,,5.0,105,1.0,
,B004SKOFVS,1,3.0,1043,1.0,
5,B004M8FXNA,5,4.0,327,,1.0
2,B004M8FXNA,2,5.0,131,1.0,1.0
3,B004M8FXNA,4,5.0,339,2.0,0.75
,B004M8FXNA,,5.0,178,,
,B004M8FXNA,,1.0,1612,,
,B004M8FXNA,,1.0,836,,
,B004M8FXNA,,1.0,557,,
,B004M8FXNA,,5.0,112,,
,B004M8FXNA,,5.0,486,2.0,
,B004M8FXNA,,5.0,608,1.0,
,B004M8FXNA,,3.0,299,,
,B004M8FXNA,,5.0,294,,
,B004M8FXNA,,5.0,230,1.0,
,B004M8FXNA,,5.0,297,,
,B004M8FXNA,,5.0,288,2.0,
,B004M8FXNA,,5.0,526,,
,B004M8FXNA,,5.0,116,,
1,B004M8FXNA,2,1.0,143,,0.5
,B004M8FXNA,1,5.0,196,,
1,B004VND284,1,5.0,284,,1.0
26,B002ZF5QZC,27,5.0,1033,,0.9629629629629629
9,B002ZF5QZC,9,3.0,444,,1.0
6,B002ZF5QZC,6,5.0,210,1.0,1.0
5,B002ZF5QZC,5,5.0,303,1.0,1.0
3,B002ZF5QZC,3,3.0,296,2.0,1.0
3,B002ZF5QZC,3,1.0,236,1.0,1.0
3,B002ZF5QZC,3,5.0,765,,1.0
2,B002ZF5QZC,2,1.0,223,,1.0
2,B002ZF5QZC,2,1.0,312,,1.0
2,B002ZF5QZC,2,5.0,398,2.0,1.0
2,B002ZF5QZC,2,5.0,157,,1.0
2,B002ZF5QZC,2,5.0,116,1.0,1.0
1,B002ZF5QZC,1,2.0,346,,1.0
1,B002ZF5QZC,1,5.0,337,,1.0
1,B002ZF5QZC,1,3.0,207,,1.0
1,B002ZF5QZC,1,5.0,122,,1.0
1,B002ZF5QZC,1,2.0,802,,1.0
,B002ZF5QZC,,4.0,113,,
,B002ZF5QZC,,5.0,318,1.0,
,B002ZF5QZC,,5.0,120,,
,B002ZF5QZC,,5.0,163,1.0,
,B002ZF5QZC,,5.0,681,,
,B002ZF5QZC,,5.0,472,,
,B002ZF5QZC,,4.0,414,,
,B002ZF5QZC,,4.0,286,,
,B002ZF5QZC,,5.0,320,1.0,
,B002ZF5QZC,,5.0,397,1.0,
,B002ZF5QZC,,5.0,164,,
,B002ZF5QZC,,5.0,356,,
,B002ZF5QZC,1,3.0,432,,
,B002ZF5QZC,1,3.0,113,,
1,B002ZF5QZC,3,1.0,169,,0.3333333333333333
,B002ZF5QZC,2,4.0,125,,
,B000N5AIDG,,5.0,198,,
1,B000N5AIDG,2,1.0,183,2.0,0.5
,B000N5AIDG,1,4.0,205,,
,B006IE7N84,,5.0,128,,
3,B005VPN1IW,3,5.0,347,3.0,1.0
3,B0007G9FD0,3,5.0,743,1.0,1.0
1,B0007G9FD0,1,2.0,735,1.0,1.0
1,B0007G9FD0,1,5.0,509,,1.0
,B0007G9FD0,,3.0,256,,
,B0007G9FD0,,5.0,620,,
,B0007G9FD0,,5.0,230,1.0,
,B0007G9FD0,,5.0,846,2.0,
,B0007G9FD0,,5.0,1434,1.0,
,B0007G9FD0,,5.0,109,1.0,
,B0007G9FD0,,5.0,342,2.0,
,B0007G9FD0,,5.0,378,,
,B0007G9FD0,,4.0,1065,,
,B0007G9FD0,,5.0,1149,2.0,
,B0007G9FD0,,5.0,575,,
,B0007G9FD0,,5.0,289,1.0,
,B0007G9FD0,,5.0,477,1.0,
,B0007G9FD0,,5.0,772,,
,B0007G9FD0,,5.0,218,3.0,
,B0007G9FD0,1,1.0,557,,
,B0007G9FD0,2,1.0,486,,
,B000633UQ2,,4.0,157,,
12,B000NMGB4E,14,1.0,497,,0.8571428571428571
3,B000NMGB4E,3,5.0,432,,1.0
2,B000NMGB4E,2,5.0,410,2.0,1.0
1,B000NMGB4E,1,3.0,241,,1.0
1,B000NMGB4E,1,3.0,261,,1.0
,B000NMGB4E,,5.0,255,,
4,B0007UWUHE,4,5.0,407,1.0,1.0
,B0007UWUHE,,5.0,328,,
,B0007UWUHE,,5.0,143,,
,B0007UWUHE,1,2.0,550,,
2,B002UDZ0WS,2,1.0,258,,1.0
2,B002UDZ0WS,2,1.0,142,,1.0
,B002UDZ0WS,1,3.0,255,,
,B002UDZ0WS,1,4.0,236,,
11,B0000DGG4Y,12,4.0,2879,,0.9166666666666666
,B0000DGG4Y,,5.0,298,7.0,
,B0000DGG4Y,1,1.0,392,1.0,
,B003PDP8LK,,1.0,282,,
3,B0018ZMZ54,3,2.0,1109,,1.0
,B0018ZMZ54,,4.0,658,,
,B0018ZMZ54,,4.0,201,,
,B0018ZMZ54,1,5.0,133,2.0,
,B0018ZMZ54,1,5.0,311,,
,B0018ZMZ54,1,5.0,211,,
16,B001EO5KSS,16,5.0,565,1.0,1.0
2,B001EO5KSS,2,5.0,238,1.0,1.0
1,B001EO5KSS,1,5.0,99,2.0,1.0
1,B001EO5KSS,1,5.0,179,1.0,1.0
,B001EO5KSS,,2.0,285,,
,B001EO5KSS,,5.0,318,,
,B001EO5KSS,,5.0,207,1.0,
,B001EO5KSS,,4.0,270,,
,B001EO5KSS,,5.0,184,3.0,
,B001EO5KSS,,5.0,343,,
,B001EO5KSS,,5.0,580,3.0,
,B001EO5KSS,,5.0,277,4.0,
,B001EO5KSS,,4.0,119,,
,B001EO5KSS,,4.0,433,4.0,
,B001EO5KSS,,5.0,657,,
,B001EO5KSS,,5.0,162,,
,B001EO5KSS,1,4.0,137,,
6,B000RNW5WQ,6,1.0,848,,1.0
5,B000RNW5WQ,6,1.0,237,,0.8333333333333334
,B000RNW5WQ,,5.0,236,1.0,
,B000RNW5WQ,,5.0,338,4.0,
,B000RNW5WQ,,5.0,362,1.0,
,B000RNW5WQ,,5.0,284,,
,B000RNW5WQ,,5.0,486,,
,B000RNW5WQ,,5.0,266,,
,B000RNW5WQ,1,5.0,161,,
1,B002GJ9JWS,1,5.0,481,4.0,1.0
1,B002GJ9JWS,1,5.0,353,4.0,1.0
1,B002GJ9JWS,1,5.0,359,4.0,1.0
1,B002GJ9JWS,1,4.0,202,1.0,1.0
1,B002GJ9JWS,1,5.0,546,2.0,1.0
1,B002GJ9JWS,1,5.0,891,,1.0
1,B002GJ9JWS,1,5.0,316,3.0,1.0
1,B002GJ9JWS,1,5.0,673,11.0,1.0
1,B002GJ9JWS,1,5.0,148,2.0,1.0
1,B002GJ9JWS,1,5.0,124,,1.0
1,B002GJ9JWS,1,5.0,139,3.0,1.0
1,B002GJ9JWS,1,3.0,616,,1.0
1,B002GJ9JWS,1,5.0,361,3.0,1.0
1,B002GJ9JWS,1,5.0,371,2.0,1.0
1,B002GJ9JWS,1,5.0,166,,1.0
1,B002GJ9JWS,1,5.0,462,,1.0
1,B002GJ9JWS,1,5.0,448,2.0,1.0
1,B002GJ9JWS,1,5.0,920,3.0,1.0
1,B002GJ9JWS,1,2.0,645,,1.0
1,B002GJ9JWS,1,5.0,2413,7.0,1.0
1,B002GJ9JWS,1,5.0,133,,1.0
1,B002GJ9JWS,1,5.0,227,2.0,1.0
1,B002GJ9JWS,1,5.0,220,,1.0
1,B002GJ9JWS,1,5.0,234,,1.0
1,B002GJ9JWS,1,5.0,354,,1.0
1,B002GJ9JWS,1,4.0,366,2.0,1.0
1,B002GJ9JWS,1,3.0,394,,1.0
1,B002GJ9JWS,1,5.0,394,2.0,1.0
1,B002GJ9JWS,1,5.0,260,3.0,1.0
1,B002GJ9JWS,1,4.0,660,,1.0
1,B002GJ9JWS,1,5.0,120,,1.0
1,B002GJ9JWS,1,5.0,147,10.0,1.0
1,B002GJ9JWS,1,5.0,181,,1.0
1,B002GJ9JWS,1,5.0,123,,1.0
1,B002GJ9JWS,1,5.0,505,,1.0
1,B002GJ9JWS,1,4.0,123,,1.0
1,B002GJ9JWS,1,5.0,494,1.0,1.0
1,B002GJ9JWS,1,3.0,354,,1.0
1,B002GJ9JWS,1,5.0,325,,1.0
1,B002GJ9JWS,1,3.0,296,,1.0
1,B002GJ9JWS,1,5.0,270,1.0,1.0
1,B002GJ9JWS,1,5.0,411,,1.0
1,B002GJ9JWS,1,4.0,117,,1.0
1,B002GJ9JWS,1,5.0,630,2.0,1.0
1,B002GJ9JWS,1,5.0,962,4.0,1.0
1,B002GJ9JWS,1,5.0,213,2.0,1.0
1,B002GJ9JWS,1,5.0,196,,1.0
1,B002GJ9JWS,1,4.0,594,,1.0
1,B002GJ9JWS,1,5.0,308,,1.0
1,B002GJ9JWS,1,5.0,462,,1.0
1,B002GJ9JWS,1,4.0,173,,1.0
1,B002GJ9JWS,1,5.0,867,2.0,1.0
1,B002GJ9JWS,1,5.0,451,,1.0
1,B002GJ9JWS,1,5.0,267,1.0,1.0
1,B002GJ9JWS,1,5.0,130,,1.0
1,B002GJ9JWS,1,5.0,286,2.0,1.0
1,B002GJ9JWS,1,4.0,236,1.0,1.0
1,B002GJ9JWS,1,5.0,307,2.0,1.0
1,B002GJ9JWS,1,5.0,161,1.0,1.0
1,B002GJ9JWS,1,5.0,204,1.0,1.0
1,B002GJ9JWS,1,5.0,195,,1.0
1,B002GJ9JWS,1,5.0,203,,1.0
1,B002GJ9JWS,1,4.0,467,,1.0
1,B002GJ9JWS,1,5.0,484,,1.0
1,B002GJ9JWS,1,4.0,547,,1.0
1,B002GJ9JWS,1,5.0,113,,1.0
1,B002GJ9JWS,1,5.0,174,,1.0
1,B002GJ9JWS,1,5.0,333,,1.0
1,B002GJ9JWS,1,5.0,253,,1.0
1,B002GJ9JWS,1,5.0,131,2.0,1.0
1,B002GJ9JWS,1,4.0,637,1.0,1.0
1,B002GJ9JWS,1,5.0,409,5.0,1.0
1,B002GJ9JWS,1,5.0,484,,1.0
1,B002GJ9JWS,1,5.0,682,1.0,1.0
1,B002GJ9JWS,1,5.0,402,1.0,1.0
1,B002GJ9JWS,1,5.0,137,3.0,1.0
1,B002GJ9JWS,1,4.0,185,,1.0
1,B002GJ9JWS,1,3.0,773,,1.0
1,B002GJ9JWS,1,5.0,451,,1.0
1,B002GJ9JWS,1,5.0,548,1.0,1.0
1,B002GJ9JWS,1,5.0,561,1.0,1.0
3,B002GJ9JWS,4,4.0,798,1.0,0.75
2,B002GJ9JWS,3,5.0,227,,0.6666666666666666
2,B002GJ9JWS,3,4.0,632,,0.6666666666666666
2,B002GJ9JWS,3,5.0,226,,0.6666666666666666
2,B002GJ9JWS,3,5.0,247,1.0,0.6666666666666666
,B002GJ9JWS,,4.0,164,,
,B002GJ9JWS,,3.0,613,,
,B002GJ9JWS,,5.0,535,,
,B002GJ9JWS,,5.0,151,1.0,
,B002GJ9JWS,,5.0,307,,
,B002GJ9JWS,,1.0,101,,
,B002GJ9JWS,,5.0,118,1.0,
,B002GJ9JWS,,5.0,537,2.0,
,B002GJ9JWS,,5.0,272,3.0,
,B002GJ9JWS,,4.0,539,2.0,
,B002GJ9JWS,,5.0,261,1.0,
,B002GJ9JWS,,5.0,480,2.0,
,B002GJ9JWS,,5.0,269,2.0,
,B002GJ9JWS,,5.0,190,2.0,
115,B002GJ9JWS,117,5.0,229,,0.9829059829059829
93,B002GJ9JWS,94,4.0,254,,0.9893617021276596
180,B002GJ9JWS,188,3.0,727,1.0,0.9574468085106383
129,B002GJ9JWS,134,5.0,846,2.0,0.9626865671641791
58,B002GJ9JWS,59,5.0,498,1.0,0.9830508474576272
39,B002GJ9JWS,39,5.0,470,,1.0
24,B002GJ9JWS,24,5.0,1856,,1.0
25,B002GJ9JWS,26,5.0,112,,0.9615384615384616
24,B002GJ9JWS,25,5.0,2980,1.0,0.96
17,B002GJ9JWS,17,3.0,143,1.0,1.0
,B002GJ9JWS,,4.0,338,,
,B002GJ9JWS,,5.0,345,1.0,
,B002GJ9JWS,,5.0,150,11.0,
,B002GJ9JWS,,4.0,148,,
,B002GJ9JWS,,4.0,614,2.0,
,B002GJ9JWS,,5.0,817,,
,B002GJ9JWS,,4.0,1097,1.0,
,B002GJ9JWS,,5.0,450,5.0,
,B002GJ9JWS,,5.0,118,1.0,
,B002GJ9JWS,,5.0,651,5.0,
,B002GJ9JWS,,4.0,569,3.0,
,B002GJ9JWS,,5.0,266,,
,B002GJ9JWS,,5.0,346,3.0,
,B002GJ9JWS,,5.0,440,,
,B002GJ9JWS,,5.0,152,,
,B002GJ9JWS,,4.0,463,,
,B002GJ9JWS,,5.0,138,2.0,
,B002GJ9JWS,,5.0,209,,
,B002GJ9JWS,,5.0,1328,3.0,
,B002GJ9JWS,,5.0,512,6.0,
,B002GJ9JWS,,5.0,207,1.0,
,B002GJ9JWS,,5.0,441,1.0,
,B002GJ9JWS,,5.0,821,8.0,
,B002GJ9JWS,,5.0,759,5.0,
,B002GJ9JWS,,5.0,319,2.0,
,B002GJ9JWS,,3.0,128,,
,B002GJ9JWS,,4.0,296,,
,B002GJ9JWS,,5.0,665,,
,B002GJ9JWS,,4.0,529,,
,B002GJ9JWS,,4.0,230,2.0,
,B002GJ9JWS,,5.0,330,,
,B002GJ9JWS,,5.0,471,1.0,
,B002GJ9JWS,,5.0,347,2.0,
,B002GJ9JWS,,4.0,518,1.0,
,B002GJ9JWS,,4.0,210,,
,B002GJ9JWS,,5.0,362,5.0,
,B002GJ9JWS,,5.0,337,1.0,
,B002GJ9JWS,,5.0,174,,
,B002GJ9JWS,,4.0,116,,
,B002GJ9JWS,,5.0,352,1.0,
,B002GJ9JWS,,5.0,302,,
,B002GJ9JWS,,5.0,865,3.0,
,B002GJ9JWS,,5.0,208,2.0,
,B002GJ9JWS,,5.0,1097,1.0,
,B002GJ9JWS,,5.0,862,4.0,
,B002GJ9JWS,,5.0,297,2.0,
,B002GJ9JWS,,5.0,195,1.0,
,B002GJ9JWS,,5.0,181,1.0,
,B002GJ9JWS,,5.0,615,3.0,
,B002GJ9JWS,,4.0,138,,
,B002GJ9JWS,,5.0,134,1.0,
,B002GJ9JWS,,4.0,138,,
,B002GJ9JWS,,5.0,262,2.0,
,B002GJ9JWS,,5.0,156,4.0,
,B002GJ9JWS,,5.0,496,1.0,
,B002GJ9JWS,,5.0,411,,
,B002GJ9JWS,,5.0,277,1.0,
,B002GJ9JWS,,5.0,485,1.0,
,B002GJ9JWS,,4.0,119,,
,B002GJ9JWS,,5.0,297,2.0,
,B002GJ9JWS,,5.0,787,3.0,
,B002GJ9JWS,,5.0,220,,
,B002GJ9JWS,,5.0,292,1.0,
,B002GJ9JWS,,5.0,318,1.0,
,B002GJ9JWS,,5.0,410,2.0,
,B002GJ9JWS,,4.0,376,,
,B002GJ9JWS,,5.0,239,,
,B002GJ9JWS,,5.0,119,1.0,
,B002GJ9JWS,,5.0,217,1.0,
,B002GJ9JWS,,5.0,292,,
,B002GJ9JWS,,4.0,158,,
,B002GJ9JWS,,5.0,162,,
,B002GJ9JWS,,5.0,318,,
,B002GJ9JWS,,5.0,363,2.0,
,B002GJ9JWS,,4.0,377,,
,B002GJ9JWS,,5.0,152,,
,B002GJ9JWS,,5.0,455,1.0,
,B002GJ9JWS,,5.0,473,2.0,
,B002GJ9JWS,,5.0,298,1.0,
,B002GJ9JWS,,4.0,1038,,
,B002GJ9JWS,,5.0,1140,3.0,
,B002GJ9JWS,,4.0,1687,3.0,
,B002GJ9JWS,,3.0,433,,
,B002GJ9JWS,,5.0,150,,
,B002GJ9JWS,,5.0,112,1.0,
,B002GJ9JWS,,5.0,408,4.0,
,B002GJ9JWS,,5.0,368,1.0,
,B002GJ9JWS,,5.0,137,2.0,
,B002GJ9JWS,,5.0,111,2.0,
,B002GJ9JWS,,4.0,282,,
,B002GJ9JWS,,5.0,349,6.0,
,B002GJ9JWS,,5.0,103,2.0,
,B002GJ9JWS,,5.0,137,,
,B002GJ9JWS,,5.0,425,1.0,
,B002GJ9JWS,,5.0,265,3.0,
,B002GJ9JWS,,4.0,205,,
,B002GJ9JWS,,5.0,156,1.0,
,B002GJ9JWS,,5.0,249,,
,B002GJ9JWS,,4.0,344,,
,B002GJ9JWS,,3.0,219,,
10,B002GJ9JWS,10,3.0,226,,1.0
8,B002GJ9JWS,8,4.0,561,,1.0
7,B002GJ9JWS,7,5.0,1121,3.0,1.0
6,B002GJ9JWS,6,5.0,209,1.0,1.0
6,B002GJ9JWS,6,5.0,258,,1.0
6,B002GJ9JWS,6,3.0,285,,1.0
11,B002GJ9JWS,13,1.0,240,,0.8461538461538461
